,Australia,Canada,France,Japan,United States
"Gross fixed capital formation_Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter",0.09961350876588548,0.11314140588045929,0.026790195194451805,0.025168615140433503,-0.11030762276860578
"Gross fixed capital formation_Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year",-0.010089699640683625,0.14198835996138914,0.032282637528557756,0.028160610359618476,0.1262368551832752
"Gross fixed capital formation_National currency, volume estimates, OECD reference year, annual levels, seasonally adjusted",-0.04397765264600639,0.059222970174410694,-0.04438410855149966,-0.02108242571933827,0.007429583100249992
"Gross fixed capital formation_US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",-0.04397868048977838,0.05922160834804746,-0.04438407174310002,-0.021081264997738547,0.007429583100249992
"Exports of goods and services_National currency, current prices, annual levels, seasonally adjusted",0.08338499645018205,0.03943926126456754,-0.039633849828261375,-0.03689255959287441,0.0361423373375751
"Exports of goods and services_US dollars, current prices, current PPPs, annual levels, seasonally adjusted",0.11369429096102379,0.0501902946846986,-0.02292095774549191,-0.010471618069471278,0.0361423373375751
"Exports of goods and services_Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter",0.056819562113178956,0.05855417064324364,0.010294816224850623,0.1275113801958626,0.03437781638432291
"Exports of goods and services_Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year",0.06496477774648823,-0.07988897319042154,-0.025608611729100894,-0.04601270436976512,0.017432083706918178
"Exports of goods and services_National currency, volume estimates, OECD reference year, annual levels, seasonally adjusted",0.0953030906206096,-0.0008616151958806828,0.025464742689412095,-0.05971566112533533,0.036428616972911776
"Exports of goods and services_US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",0.09530231649853815,-0.000859226165311755,0.025463593214261532,-0.05971519228619249,0.036428616972911776
"Imports of goods and services_National currency, current prices, annual levels, seasonally adjusted",0.06903167658150722,0.01225286724282415,-0.00232038649008548,-0.06461915063937429,-0.008822204958602864
"Imports of goods and services_US dollars, current prices, current PPPs, annual levels, seasonally adjusted",0.08111515477984499,0.02355098106922382,0.01102878399121937,0.0053704979687621,-0.008822204958602864
"Imports of goods and services_Growth rate based on seasonally adjusted volume data, percentage change on the previous quarter",0.01782821917123556,-0.0861537865760621,0.10129326752324636,-0.010331011205092056,0.19050780562253233
"Imports of goods and services_Growth rate based on seasonally adjusted volume data,  percentage change on the same quarter of the previous year",-0.01818074429526173,-0.028399729022569264,0.08105762650271017,-0.02171046626668449,0.11955385908185673
"Imports of goods and services_National currency, volume estimates, OECD reference year, annual levels, seasonally adjusted",0.0047874505487811025,0.040838699725295635,0.0028344454675559017,0.05391768965097943,0.05992279333916217
"Imports of goods and services_US dollars, volume estimates, fixed PPPs, OECD reference year, annual levels, seasonally adjusted",0.004786439457379277,0.040838959429525534,0.0028341037423639526,0.05391802183298133,0.05992279333916217
add. Purchasing power parity of GDP_National currency per US Dollar,-0.25472116974082964,-0.12608562044579408,0.012384407783613743,0.09436905136323093,0.0
"Residual item_National currency, volume estimates, OECD reference year, annual levels, seasonally adjusted",-0.12918392645486304,-0.2857672480070472,-0.07007823111262512,-0.32013312413312955,-0.382008602352061
IT 1*2,0.040415272173406624,0.02250675024423776,0.01959611975711928,-0.003202006439851801,-0.006928385926657787
IT 1*3,0.02922549916136785,0.037876327904880824,-0.0048507118882195055,-0.08207295444412865,-0.006928385926657787
IT 1*4,-0.17224362333653032,-0.07738644896117464,-0.025722396023281746,0.014982236824477857,-0.03640980123372317
IT 1*5,0.21381593338938243,-0.20547174412804514,-0.1340820310752584,-0.26511324872514486,-0.03916556962182027
IT 1*6,-0.034236029499931014,0.043864507966306476,0.0007444844096335945,-0.03463972769591872,-0.011317721935439451
IT 1*7,-0.03423573707550595,0.04386457435791513,0.0007445850374536711,-0.03463971930343035,-0.011317721935439451
IT 1*8,0.006148001550023818,0.039292087554211985,0.0011335695979074467,-0.07075954994775357,-0.04890131155890698
IT 1*9,-0.0034014872392513773,0.05498183699805237,-0.025914019754141204,-0.1592066085105368,-0.04890131155890698
IT 1*10,-0.01988238470917114,-0.16125705259851442,-0.026460057404976534,0.18854554657563563,0.12125410085854638
IT 1*11,0.05678191018778117,0.01515671630299198,-0.03237917431972126,-0.5032652074234769,0.004645218939303586
IT 1*12,-0.046169247319401197,0.044229629800977666,-0.02860942019297419,-0.0865694657578382,-0.046127190223204995
IT 1*13,-0.04616868470488791,0.04422972723533736,-0.028609374194528137,-0.08656934927001503,-0.046127190223204995
IT 1*14,0.005139581273618965,-0.038106723650026986,0.0636928966347392,0.09165533907179946,0.05648038510753928
IT 1*15,-0.010601952821197969,-0.02165858373834073,0.04177150987630862,0.03757592257949949,0.05648038510753928
IT 1*16,-0.17898633337537811,0.05924003736994843,-0.04808076601036923,-0.047113982945269584,0.027884101161101293
IT 1*17,-0.11224106471727308,-0.08684297852184253,0.05933306668706673,-0.1081766309781026,0.021466979149282306
IT 1*18,0.0074719619908946155,0.04257841109139271,0.035759968602906644,0.06885903098900015,0.02609419136001012
IT 1*19,0.007471275880365613,0.04257724728360124,0.035759861446570285,0.06885919637690208,0.02609419136001012
IT 1*20,0.055314652454883206,-0.023272545720249838,0.034960047952023565,0.056871019815808554,0.10284241018031137
IT 1*21,0.059799451246275726,-0.00931910041184203,0.007602728530007319,-0.016606608289138514,0.10284241018031137
IT 1*22,-0.03147435194743553,0.010397864101129417,-0.2116748101237547,0.24199545826990487,-0.17938476896893119
IT 1*23,0.06136832245194579,0.1604897554056126,-0.097925157417731,0.18411773042505075,0.03825642445482491
IT 1*24,-0.050060755548600344,0.0023276081388594605,0.04191861528689733,-0.13301562297449632,0.06395815021517559
IT 1*25,-0.05006116660049589,0.002328621385732532,0.04191808404082864,-0.13301518651901,0.06395815021517559
IT 1*26,0.03099838573842989,-0.005710832364789642,0.052857814747665155,0.1945964462522698,0.02569426472772185
IT 1*27,0.013535896768055555,0.010120689013068507,0.025768408932925757,0.1165529644966205,0.02569426472772185
IT 1*28,0.11006427733726909,0.11652338664921968,-0.12666993725179354,-0.06661228195690616,-0.04387909829371739
IT 1*29,-0.0856736244493812,0.04879132970376299,-0.051682497226170104,0.1390907731123796,0.09004444453616361
IT 1*30,0.06788097067508908,0.024479960361161623,0.03409607173976714,-0.029047804603504868,-0.008966819565550344
IT 1*31,0.06788059419466808,0.024480025428589958,0.034096070897255304,-0.02904806997680387,-0.008966819565550344
IT 1*32,-0.06075674163641881,0.06597656514905204,-0.01248966204302554,0.042400537967725915,0.03499954677036665
IT 2*3,0.06073933513072316,0.04643811373712803,0.006856705865459667,-0.0851068077875734,-0.008720320697689798
IT 2*4,-0.02759492430751198,0.05627369907388524,0.0033276206323732682,0.05699147821796052,-0.04810562033945365
IT 2*5,0.02319234553167826,-0.012316395105094857,0.04032282395298831,-0.022101068800523427,-0.019007149877634077
IT 2*6,0.029737978332217585,0.02656738959885585,0.012544986655423501,-0.05939040095787296,0.004535745595934948
IT 2*7,0.02973800823521655,0.02656757580924063,0.012544899827637901,-0.05939049968951138,0.004535745595934948
IT 2*8,0.026692151166985312,0.03959852383541729,0.03121437785971165,-0.14276275879646572,0.0030893926360786583
IT 2*9,0.03248916313104666,0.04747367526521873,0.038183524344239994,-0.03862689116063278,0.0030893926360786583
IT 2*10,0.024420621429657063,-0.0092646785891346,-0.027620623163231328,-0.06599453128749894,0.032791203797638335
IT 2*11,0.014445581556096654,0.002573440737247523,0.008239626330911243,0.08137066890249445,0.01028908437064291
IT 2*12,0.016798935578064,0.0003085710471423253,0.00268633554042097,-0.06385167484948895,0.003048187182514983
IT 2*13,0.01679911412248769,0.0003091610397691902,0.0026862033170151345,-0.06385208062095937,0.003048187182514983
IT 2*14,0.02036992375644564,-0.005414777772078105,-0.029778276209714627,-0.19156801319024375,0.01889937895663696
IT 2*15,0.025329209902196892,0.003224550783736957,-0.0063832472535169105,-0.12878047961186123,0.01889937895663696
IT 2*16,0.005347791133522906,-0.048162319556218636,-0.0012204596435270165,0.10392952262843486,-0.06835857300261694
IT 2*17,0.001474426406866347,-0.041131541085622336,0.007109826179182377,0.0494994826159354,-0.06408887441781225
IT 2*18,0.03913914650329264,0.05922898119269626,-0.028814323584003987,-0.12975438046866428,-0.00623511373471386
IT 2*19,0.03913888022177203,0.05922851846251742,-0.028814159970150938,-0.12975316363973022,-0.00623511373471386
IT 2*20,-0.01297643110530855,0.029518294250381216,-0.041963447634683626,-0.06264596982609216,-0.015151747205513821
IT 2*21,-0.005328657215649235,0.037349554057278356,-0.019220055736063113,-0.02258668039888123,-0.015151747205513821
IT 2*22,0.0015009540089175877,-0.0795761540491795,-0.046214695714202225,0.061116455708587925,-0.042582157248519104
IT 2*23,0.044418477973560355,-0.05625450820012379,-0.007157193126574923,-0.05450436468405995,-0.018376696829043693
IT 2*24,-0.00186615259468903,-0.029929181552083017,0.0006741362149089158,-0.07630591803285203,-0.03611506594912184
IT 2*25,-0.00186639816178924,-0.029927885793027076,0.0006734441310134731,-0.07630557360167756,-0.03611506594912184
IT 2*26,0.03432640408651988,0.004682523041089182,-0.014655352353285633,-0.0844136410883285,-0.02085615354712278
IT 2*27,0.03733091967896118,0.0125809271570132,0.007781935135808937,-0.006639451873296842,-0.02085615354712278
IT 2*28,-0.0068862024753002515,0.012889158295940395,-0.033332641355028586,-0.031183572058579356,-0.11041052856369238
IT 2*29,0.06555687602830229,0.004743174566576691,-0.007459118801682263,-0.07842305161896279,-0.024059791180229273
IT 2*30,0.02137010187739774,0.03090645817519122,-0.017386761942166817,0.008904414869166155,-0.0015398598066571623
IT 2*31,0.02136937625787305,0.030906629763695848,-0.017386966366938345,0.008904663082575981,-0.0015398598066571623
IT 2*32,0.04603841737586589,0.04600149947469889,0.0024398657834638904,0.04908167109140937,0.04577742458717049
IT 3*4,-0.013815980253057747,0.04082322577488484,-0.03475830898165627,0.0750209689718937,-0.04810562033945365
IT 3*5,0.020297408480747237,-0.021806937091931378,0.0005642106346571696,-0.08225740752668986,-0.019007149877634077
IT 3*6,0.036669588731117475,0.03388260520318742,0.020037432044317682,-0.003720007736621289,0.004535745595934948
IT 3*7,0.036669614260478434,0.03388278841173986,0.020037336259774663,-0.0037200372497934175,0.004535745595934948
IT 3*8,0.03248855645701576,0.04747373607682781,0.038183842944606694,-0.0386267783087727,0.0030893926360786583
IT 3*9,0.03656274983266805,0.05454075687568105,0.0505649099669378,0.030776660505691833,0.0030893926360786583
IT 3*10,0.04989834692536521,-0.037480145183558244,0.006933468241053897,0.018692775690451024,0.032791203797638335
IT 3*11,-0.00241188828648764,-0.009842558611856234,-0.022372304258749698,-0.07562500569010844,0.01028908437064291
IT 3*12,0.02371380441005544,0.00973414591965338,0.01477858307482749,0.005747507449946121,0.003048187182514983
IT 3*13,0.02371400711211913,0.009734731603273872,0.014778475034388283,0.005747327364566068,0.003048187182514983
IT 3*14,0.025328370995487792,0.003224358560586005,-0.00638290971991573,-0.12878042741341633,0.01889937895663696
IT 3*15,0.027690500768557502,0.011100626247427359,0.020038684930271,-0.02413693548458551,0.01889937895663696
IT 3*16,-0.023697381467096656,-0.032191991479091686,2.263279826208997e-05,0.13899175482273574,-0.06835857300261694
IT 3*17,-0.06239929876984657,-0.018424363326250637,-0.029554269409531875,0.02148945144711295,-0.06408887441781225
IT 3*18,0.043832649994000605,0.06905803187983839,-0.007730457290796716,-0.03184398829357571,-0.00623511373471386
IT 3*19,0.0438323446084381,0.06905757103977361,-0.007730276760652466,-0.031843516330815835,-0.00623511373471386
IT 3*20,-0.005328396192935014,0.03734933354205838,-0.01921989175807981,-0.02258656484359456,-0.015151747205513821
IT 3*21,0.0010042483287859838,0.04442183940176381,0.007134233940225887,0.02014165180179761,-0.015151747205513821
IT 3*22,0.035548612514572864,-0.10075296092100494,-0.06163258346944611,0.014600157229766597,-0.042582157248519104
IT 3*23,0.07540284248614015,-0.03876842563033378,-0.022779066256660152,-0.015442583016486933,-0.018376696829043693
IT 3*24,0.004349844415236892,-0.02326604684854361,0.013206029518340046,-0.03465158233546606,-0.03611506594912184
IT 3*25,0.00434957304317285,-0.023264757473232534,0.013205430876691349,-0.034651486599788894,-0.03611506594912184
IT 3*26,0.037331959821650273,0.012581152394576134,0.007782157627117869,-0.006639520877866234,-0.02085615354712278
IT 3*27,0.03798451517508328,0.019756827132403565,0.0339711655765117,0.05997726710979068,-0.02085615354712278
IT 3*28,0.0206803413737644,-0.006615090851609384,-0.04903914686600164,0.12489448039819595,-0.11041052856369238
IT 3*29,0.017701382020264056,0.014595941589222505,-0.05683223060029685,-0.1059486557373952,-0.024059791180229273
IT 3*30,0.027133989185073037,0.038710704843998744,-0.0023812538253640825,0.029440147316549314,-0.0015398598066571623
IT 3*31,0.027133274593069023,0.03871086652468558,-0.002381421966054287,0.02944024165412995,-0.0015398598066571623
IT 3*32,0.06720068657354528,0.05686970084542564,0.0015713381173326768,-0.22127293928817138,0.04577742458717049
IT 4*5,-0.22875598119576113,0.0015348273664768097,-0.15386392797656834,-0.13838301622162735,-0.22216968341621823
IT 4*6,-0.008266341969351387,0.019036377009404637,-0.014958969088424479,0.10059516116226286,0.004210863348727556
IT 4*7,-0.008266031277185615,0.019036476284005177,-0.014958943665203561,0.10059514888848742,0.004210863348727556
IT 4*8,-0.06877196943489805,0.0245343867303367,-0.020700364964634288,0.08338250702240046,0.0713202098410528
IT 4*9,-0.05362024279703559,0.010259516112241629,-0.06218293883798312,0.10914702068218751,0.0713202098410528
IT 4*10,0.31120987174040793,0.03983557637862589,0.05485024057895749,0.32411282165524047,0.06044793516688729
IT 4*11,0.12580745775891589,-0.0951288598731749,-0.029432429131459437,0.08593616430474083,0.15673319354860515
IT 4*12,0.03632928273474523,-0.030744208915490345,-0.06753536623070394,0.12813423565667859,0.08715005746596827
IT 4*13,0.036329471233324195,-0.030743716916858732,-0.06753543746842289,0.12813436656980448,0.08715005746596827
IT 4*14,-0.024743394064731472,-0.061337095501244665,0.07552498975294875,-0.11529387063849336,-0.08803564622831428
IT 4*15,-0.013505963711969438,-0.07547300433248383,0.037430302208964567,-0.11495447454829877,-0.08803564622831339
IT 4*16,-0.10399410458071934,-0.3553576283047226,0.008387989650127325,0.2067693353334008,0.19737719542511467
IT 4*17,0.2839104307284004,0.2574387786642023,0.04296534446211342,-0.26743731754273825,0.07996924675564032
IT 4*18,0.019959350292826805,-0.03596194105276895,0.05069595170882646,-0.07203231085561623,-0.03614937807643703
IT 4*19,0.019959066763691746,-0.03596258245286954,0.05069600637689009,-0.07203222697532385,-0.03614937807643703
IT 4*20,-0.07722092430755012,0.060114086040713666,-0.004668982115493214,-0.13026482946940832,0.04060300518553572
IT 4*21,-0.053860818660727006,0.044242554763721076,-0.056986989813337,-0.1359722347511465,0.04060300518553572
IT 4*22,-0.13375490001329982,0.1328828575229648,0.23317548771734167,-0.36261785029859817,-0.1804612861112076
IT 4*23,-0.17754446919225186,-0.01659422942138189,0.2435311301359092,-0.03423126884059702,0.11777059744394225
IT 4*24,0.053588313013192446,0.05162674456860672,0.025286523261994376,0.04908715747922643,-0.0021203892261272284
IT 4*25,0.053588265364508336,0.051627781789410854,0.025286393245671834,0.049087470501390285,-0.0021203892261272284
IT 4*26,0.04002406496147226,0.06730122823811446,0.023587045466777146,-0.15630039433964948,0.0874278256375105
IT 4*27,0.0473064919018964,0.052909921828120376,-0.02946126044116093,-0.1836168479015089,0.0874278256375105
IT 4*28,-0.2025896175856463,-0.10669133032131062,-0.1606277108623035,-0.3727143726751495,-0.07700536008282621
IT 4*29,0.14552742372734428,0.017875679165146874,0.02757161774393113,0.17993545288415147,0.016302943716972162
IT 4*30,-0.0010467411100485435,-0.016142725667606994,-0.001499450055125473,-0.04393818780861092,-0.07513259306870723
IT 4*31,-0.0010465929708924904,-0.01614272741085787,-0.0014994601522666517,-0.04393832647301621,-0.07513259306870723
IT 4*32,0.08606308169977872,-0.008475067675563164,-0.04890454690542051,0.13471490674455538,0.0605123873323819
IT 5*6,-0.051647612209276605,-0.0016819170762263358,-0.005791298086678109,-0.05624119193325616,-0.04884886719554293
IT 5*7,-0.051647453811048294,-0.0016817092982659432,-0.005791201134322466,-0.056241170972605836,-0.04884886719554293
IT 5*8,-0.04514552798402793,0.010412461409881724,0.015747026330753366,-0.10222702345143042,0.015199022637004234
IT 5*9,-0.04342609778871198,0.0015597102294120369,-0.028332601412644154,-0.12370284625322059,0.015199022637004234
IT 5*10,0.020263559191321168,0.20210346119107747,0.14790212514988982,0.014649110813898747,-0.21014896532230642
IT 5*11,0.2965144969780091,-0.008767812659318919,-0.1972308961418454,-0.49110728675860105,0.00036827091453894845
IT 5*12,-0.07409512213099934,-0.004842239689572647,-0.07349117698028024,-0.0921221309154292,-0.06000793786842862
IT 5*13,-0.07409464567676816,-0.00484165525854241,-0.07349110490865152,-0.09212194372690563,-0.06000793786842862
IT 5*14,0.05056334418573405,-0.10060200923334217,0.13705896426428227,0.1674596440409128,-0.02044378819739734
IT 5*15,0.04785863309716243,-0.10924795853173275,0.09752728293045987,0.08390972938419983,-0.02044378819739734
IT 5*16,-0.018370082610793537,-0.08767366979659019,-0.06385134306701501,0.3647545591704891,0.12433751354606293
IT 5*17,0.0940272474287987,-0.14016235505828845,0.003373503921768939,-0.020001333354422002,0.06548893856324556
IT 5*18,0.03691306251109028,0.00045753940363479906,0.05872345781048893,0.07300828504162105,-0.06721791632352359
IT 5*19,0.03691256405462684,0.00045656217748701877,0.058723380848137274,0.07300844576509347,-0.06721791632352359
IT 5*20,-0.05242212866697327,-0.011715165794808913,0.001783960634492543,0.10540817870716579,0.130968424380157
IT 5*21,-0.03680250680978614,-0.02220657328001785,-0.05078210732511679,0.09750066204449326,0.130968424380157
IT 5*22,-0.08704368561566467,-0.04148004860722643,-0.07992984466156289,0.028193919158533642,0.17469106188398942
IT 5*23,0.039867402869077306,0.07622345353931204,-0.12055707330012802,-0.0040673651414318,-0.09281368807038959
IT 5*24,-0.08759182279904332,-0.017573767510404625,0.015971171786664906,0.002290724105051045,0.04019787168405253
IT 5*25,-0.08759192640104141,-0.017572481627440073,0.01597074239552193,0.00229105835094634,0.04019787168405253
IT 5*26,0.06648913794436184,-0.012960729127923454,0.08088870602225012,0.1455913054142271,0.0771936974801739
IT 5*27,0.06052294058746632,-0.021924050217339897,0.02621498821097079,0.1386487213787616,0.0771936974801739
IT 5*28,0.35964921780801706,0.19826284157423113,0.07413777486194406,-0.07715611912276432,0.06855636087030487
IT 5*29,-0.17669629458156189,-0.02401444390541929,0.04141802286075094,-0.1322648107473825,-0.19581260987062427
IT 5*30,0.0723844178480555,-0.006335479442241665,0.03542046648341257,-0.029522326623105832,-0.0526020372453333
IT 5*31,0.07238443773973047,-0.006335398478452214,0.03542054942868278,-0.02952251455556465,-0.0526020372453333
IT 5*32,-0.10119387482248077,0.04311636199559454,-0.07162112945460675,0.13379050773177137,-0.04498882058977505
IT 6*7,-0.02116027011916799,0.009057740149258642,0.042383057644310496,0.08034400733646407,0.01494669650878544
IT 6*8,0.0068131992893355475,0.021779365922180993,0.05688048236066659,-0.026806387669531695,0.02120174092568594
IT 6*9,0.013071026196467384,0.03042035260724285,0.055625376692516604,0.024646693089286464,0.02120174092568594
IT 6*10,-0.048847167301224514,-0.012859019955140716,-0.0013971847776250712,-0.015998950254382915,0.04220495570222216
IT 6*11,-0.058614363987413265,-0.02694738556899301,0.015977456614775787,0.07175679538795654,-0.036671909808701164
IT 6*12,-0.024875165935544175,-0.031899037190459056,0.02382440762704699,0.03877681434349434,0.005388592002195658
IT 6*13,-0.024874843121191925,-0.03189837584585786,0.023824239861896385,0.03877647216957225,0.005388592002195658
IT 6*14,-0.022024152952953235,-0.034288007811070664,-0.012624156964685579,-0.039506170519508554,0.027355191868176032
IT 6*15,-0.019409211570493023,-0.025077626642619033,0.004968670622277016,-0.01636857470470865,0.027355191868176032
IT 6*16,0.023443184082884594,0.014148743886533088,0.011173549050881082,0.09074279008050246,-0.05818788928588678
IT 6*17,-0.01811038644164631,0.036591150802758765,0.012937521610193126,0.029697830028860506,-0.012628814304369462
IT 6*18,-0.017337894384999997,0.03909870181584463,-0.009103093799599143,0.12041225882267259,-0.00834540163135955
IT 6*19,-0.017338334303767633,0.039098064278922484,-0.009102967060373696,0.12041363660967042,-0.00834540163135955
IT 6*20,-0.011617323811409008,0.014576993287446993,-0.031483806044944496,0.013099516852598692,-0.007247608136097483
IT 6*21,-0.0014778373387588362,0.023101554846199135,-0.01371219831749293,0.02991142167681593,-0.007247608136097483
IT 6*22,-0.014229384652615251,-0.029464600637522986,-0.002365519570053154,0.09144501745673073,-0.020636618363370496
IT 6*23,-0.03525361810036709,-0.05239668743700854,-0.017192804207311396,-0.041746913816104736,-0.022059066251363113
IT 6*24,-0.020273116413881742,-0.04217619885061841,0.02002929893384317,-0.02004029623062986,-0.024817557167247095
IT 6*25,-0.020273461435160622,-0.04217468139381686,0.02002846690169041,-0.020040004055874583,-0.024817557167247095
IT 6*26,0.019758464553733424,-0.00876059840498955,-0.000715960622772821,-0.008495344433297358,-0.0181868137150083
IT 6*27,0.021907665842144097,-8.058653804354776e-05,0.015959175975540585,0.047628741595819424,-0.0181868137150083
IT 6*28,-0.02291895994012849,-0.008563117998980574,0.03381975231162093,0.013080597703042152,0.03425844654409321
IT 6*29,-0.014284553926315002,0.018326249988811494,0.02958777465640322,-0.0828898400138891,0.02904845070444495
IT 6*30,-0.008948015423920652,0.016038851270895105,0.0006315073007257532,0.06876213682739407,0.012779495974695187
IT 6*31,-0.00894881010117754,0.01603904170300008,0.0006312674981812927,0.06876234968655393,0.012779495974695187
IT 6*32,-0.04399728755615251,0.01736005616355274,0.10700557862629856,0.15090794455232404,0.05058950313939148
IT 7*8,0.006813221131978242,0.021779565639827303,0.05688039222961408,-0.02680644560128398,0.02120174092568594
IT 7*9,0.013071043621155298,0.030420549151109255,0.05562527865214606,0.02464667452993352,0.02120174092568594
IT 7*10,-0.048847137267797436,-0.012858790105034879,-0.0013971915469328522,-0.01599894993057749,0.04220495570222216
IT 7*11,-0.05861436154434796,-0.026947226367409982,0.015977537482085746,0.07175681214588525,-0.036671909808701164
IT 7*12,-0.024875126098557243,-0.03189874687109173,0.023824330124435772,0.038776763906544276,0.005388592002195658
IT 7*13,-0.024874803284222535,-0.031898085526516295,0.023824162359313478,0.038776421732633626,0.005388592002195658
IT 7*14,-0.022024107386804936,-0.03428782902021321,-0.012624242864542445,-0.03950629851975496,0.027355191868176032
IT 7*15,-0.019409169235157564,-0.02507745052515653,0.004968576110908812,-0.0163686124753728,0.027355191868176032
IT 7*16,0.02344350334822265,0.014148747283549312,0.011173625296383827,0.09074281436871101,-0.05818788928588678
IT 7*17,-0.018110049988883714,0.03659120133452087,0.012937551367297795,0.02969788202255108,-0.012628814304369462
IT 7*18,-0.017337839624179674,0.03909893222442595,-0.009103160166244184,0.12041208880513743,-0.00834540163135955
IT 7*19,-0.017338279542939317,0.03909829468745829,-0.0091030334269957,0.12041346659215035,-0.00834540163135955
IT 7*20,-0.01161729252578314,0.014577158931056045,-0.03148390516250929,0.013099473366369185,-0.007247608136097483
IT 7*21,-0.0014778095189972307,0.023101717872580307,-0.013712302319061398,0.02991140481591925,-0.007247608136097483
IT 7*22,-0.014229449039932396,-0.0294647176276705,-0.002365483267594559,0.09144496723390172,-0.020636618363370496
IT 7*23,-0.03525371679011091,-0.05239676205903976,-0.017192767226462347,-0.0417469570838751,-0.022059066251363113
IT 7*24,-0.020273089422712887,-0.04217600196496363,0.02002920816129758,-0.020040324940448162,-0.024817557167247095
IT 7*25,-0.020273434443947913,-0.042174484508162635,0.020028376129170994,-0.020040032765705762,-0.024817557167247095
IT 7*26,0.019758504011661793,-0.008760425126936422,-0.0007160597257689361,-0.0084953657990392,-0.0181868137150083
IT 7*27,0.0219077015340452,-8.041595924013212e-05,0.015959072358624427,0.047628739076654325,-0.0181868137150083
IT 7*28,-0.022918811572160358,-0.008563016054790817,0.03381982282272811,0.013080589430675138,0.03425844654409321
IT 7*29,-0.014284339843472882,0.018326449667191103,0.02958780517911802,-0.08288983559678864,0.02904845070444495
IT 7*30,-0.008947970057555654,0.0160390568397637,0.0006314153192008842,0.06876210631374846,0.012779495974695187
IT 7*31,-0.008948764734814318,0.016039247271887547,0.0006311755166524269,0.0687623191729061,0.012779495974695187
IT 7*32,-0.04399721182596911,0.017360479618237612,0.10700565008019414,0.15090787224604385,0.05058950313939148
IT 8*9,0.005703035156073177,0.047738137735680586,0.06678085926073951,-0.00872681887090343,0.009833532977881365
IT 8*10,0.07546854978907902,0.03360103006007198,0.014485177897464174,-0.026498855177614328,0.029790255826977585
IT 8*11,0.02284732642379894,-0.021538182025059527,0.009164810030434567,-0.03180634298192042,-0.012806980976453941
IT 8*12,-0.005386512331129412,-0.010390798049671357,0.04795680788751966,-0.035107162236424405,0.014445062666878394
IT 8*13,-0.005386347955476767,-0.010390223876364568,0.04795666731669454,-0.03510742272557865,0.014445062666878394
